Job Title,Job Description,Platform,OnSite/Remote/Hybrid,Country,Salary Min,Salary Max,Candidates,Company,Selected_for_interview,Rejected,Hired,Started,Role_start_date,Candidate_start_date,Started Salary,Currency,Over_budget,Recruiter,Hiring Manager,Language required
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",LinkedIn,Onsite,Bulgaria,2500,6200,24,ServiceNow,19,13,6,1,5/22/2024,8/23/2024,2732,BGN,No,Nikola Georgescu,Mihai Popescu,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Onsite,Romania,4500,9500,88,LG Electronics,70,49,21,5,8/9/2024,12/26/2024,5909,RON,No,Nikola Georgescu,Mihai Radu,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",ejobs.ro,Onsite,Romania,5000,10000,96,Google,60,42,18,5,12/4/2024,6/17/2025,8455,RON,No,Nikola Georgiev,Mihai Radu,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",Jobs.bg,Onsite,Romania,4000,10000,93,Microsoft,74,52,22,6,8/14/2024,11/12/2024,4244,RON,No,Nikola Georgiev,Mihai Radu,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Hybrid,Bulgaria,2300,7500,72,Apple,58,40,17,4,1/3/2024,4/25/2024,4171,BGN,No,Nikola Georgiev,Mihai Radu,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",Google,Hybrid,Romania,4500,9500,52,IBM,42,29,12,3,12/9/2024,9/6/2025,8904,RON,No,Nikola Ionescu,Mihai Stoyanov,English
Backend Developer,"The Backend Developer will be responsible for building and maintaining the server-side components of web applications. You will design and implement APIs, handle database interactions, and ensure high performance and scalability. Strong knowledge of backend languages such as Java, Python, Node.js, or Ruby, along with experience in working with databases (SQL or NoSQL), is essential for this role.",Jobs.bg,Hybrid,Bulgaria,2300,7500,21,Amazon,17,12,5,1,9/30/2024,11/1/2024,2970,BGN,No,Nikola Ivanov,Mihai Todorov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",bestjobs.eu,Remote,Bulgaria,2300,4800,68,Cisco,54,38,16,4,12/28/2024,4/14/2025,3638,BGN,No,Nikola Nikolov,Mihai Todorov,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",bestjobs.eu,Remote,Romania,4500,9500,53,Oracle,42,30,13,3,12/26/2024,2/23/2025,5858,RON,No,Nikola Radu,Mihai Todorov,English
Frontend Developer,"As a Frontend Developer, you will be responsible for creating user-facing features for web applications. You will work closely with UX/UI designers to implement modern designs and ensure a smooth user experience. Your main focus will be on writing clean and efficient code using technologies such as HTML, CSS, and JavaScript (React, Angular, or Vue). You should have a solid understanding of cross-browser compatibility, responsive design, and web performance optimization.",bestjobs.eu,Remote,Romania,4000,10000,6,Intel,5,3,1,0,4/6/2024,6/7/2024,7888,RON,No,Nikola Radu,Mihai Toma,English
DevOps Engineer,"As a DevOps Engineer, your role will involve automating and optimizing processes to support continuous integration and continuous deployment (CI/CD) pipelines. You will work closely with development and operations teams to ensure seamless development workflows and maintain robust production systems. Familiarity with tools like Docker, Kubernetes, Jenkins, and Terraform is required, along with experience in cloud computing (AWS, Azure, GCP) and infrastructure-as-code practices.",Jobs.bg,Hybrid,Bulgaria,2600,8300,65,SAP,52,36,16,4,10/9/2024,12/8/2024,3896,BGN,No,Nikola Radu,Mihai Toma,English
Software Developer,"1. Software Developers design and build applications or systems to meet the needs of clients and end-users. You will write clean, efficient, and well-documented code, and may specialize in specific areas such as web, mobile, or desktop applications. You will need strong programming skills in languages like Java, C#, Python, or JavaScript and should be comfortable with agile methodologies and version control systems like Git.",bestjobs.eu,Remote,Bulgaria,2300,4800,22,Adobe,14,10,4,1,11/13/2024,12/22/2024,3346,BGN,No,Nikola Stoica,Mihai Vasiliev,English
System Engineer,"The System Engineer will design, implement, and maintain complex IT systems and infrastructure. You will work on managing servers, storage, and networks, ensuring all systems are highly available and secure. In this role, you will collaborate with software development teams to optimize system performance and provide support for hardware and software configuration. Strong knowledge of cloud services, virtualization, and automation tools is essential.",bestjobs.eu,Onsite,Bulgaria,2500,6200,87,Atos,70,49,21,5,8/23/2024,10/31/2024,3352,BGN,No,Nikola Stoica,Mihai Vasiliev,English
Full Stack Developer,"A Full Stack Developer is responsible for both the frontend and backend development of web applications. You will work on server-side logic, database management, and user interface design. Expertise in both frontend technologies (HTML, CSS, JavaScript) and backend languages (such as Node.js, Python, or Java) is essential. This role requires an understanding of RESTful APIs, databases, and cloud platforms to deliver scalable and reliable applications.",Google,Hybrid,Bulgaria,3000,5000,14,Eviden,11,8,3,1,1/24/2024,10/12/2024,3969,BGN,No,Nikola Stoyanov,Nikola Borisov,English
